REF_DATE,GEO,DGUID,Components of population growth,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021/2022,"Division No. 16, Alberta",2016A00034816,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060602291,260.7.1.1,-79,,,,0
2021/2022,"Division No. 16, Alberta",2016A00034816,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060602624,260.8.1.1,-758,,,,0
2021/2022,"Division No. 16, Alberta",2016A00034816,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060602957,260.9.1.1,81,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Births,Both sexes,All ages,Persons,249,units,0,v1060603623,261.1.1.1,1303,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Deaths,Both sexes,All ages,Persons,249,units,0,v1060603629,261.2.1.1,519,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060603962,261.3.1.1,251,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060604295,261.4.1.1,36,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060604628,261.5.1.1,39,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060604961,261.6.1.1,14,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060605294,261.7.1.1,179,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060605627,261.8.1.1,-649,,,,0
2021/2022,"Division No. 17, Alberta",2016A00034817,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060605960,261.9.1.1,-32,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Births,Both sexes,All ages,Persons,249,units,0,v1060606626,262.1.1.1,165,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Deaths,Both sexes,All ages,Persons,249,units,0,v1060606632,262.2.1.1,124,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060606965,262.3.1.1,47,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060607298,262.4.1.1,11,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060607631,262.5.1.1,20,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060607964,262.6.1.1,4,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060608297,262.7.1.1,32,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060608630,262.8.1.1,-95,,,,0
2021/2022,"Division No. 18, Alberta",2016A00034818,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060608963,262.9.1.1,-1,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Births,Both sexes,All ages,Persons,249,units,0,v1060609629,263.1.1.1,1640,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Deaths,Both sexes,All ages,Persons,249,units,0,v1060609635,263.2.1.1,843,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060609968,263.3.1.1,752,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060610301,263.4.1.1,52,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060610634,263.5.1.1,84,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060610967,263.6.1.1,19,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060611300,263.7.1.1,-132,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060611633,263.8.1.1,-810,,,,0
2021/2022,"Division No. 19, Alberta",2016A00034819,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060611966,263.9.1.1,-24,,,,0
2021/2022,British Columbia,2016A000259,Births,Both sexes,All ages,Persons,249,units,0,v1060612632,264.1.1.1,42783,,,,0
2021/2022,British Columbia,2016A000259,Deaths,Both sexes,All ages,Persons,249,units,0,v1060612638,264.2.1.1,45380,,,,0
2021/2022,British Columbia,2016A000259,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060612971,264.3.1.1,83200,,,,0
2021/2022,British Columbia,2016A000259,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060613304,264.4.1.1,10006,,,,0
2021/2022,British Columbia,2016A000259,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060613637,264.5.1.1,6253,,,,0
2021/2022,British Columbia,2016A000259,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060613970,264.6.1.1,6076,,,,0
2021/2022,British Columbia,2016A000259,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060614303,264.7.1.1,15869,,,,0
2021/2022,British Columbia,2016A000259,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060614636,264.8.1.1,0,,,,0
2021/2022,British Columbia,2016A000259,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060614969,264.9.1.1,30303,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Births,Both sexes,All ages,Persons,249,units,0,v1060615635,265.1.1.1,519,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Deaths,Both sexes,All ages,Persons,249,units,0,v1060615641,265.2.1.1,605,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060615974,265.3.1.1,393,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060616307,265.4.1.1,111,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060616640,265.5.1.1,50,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060616973,265.6.1.1,68,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060617306,265.7.1.1,597,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060617639,265.8.1.1,202,,,,0
2021/2022,"East Kootenay, British Columbia",2016A00035901,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060617972,265.9.1.1,-38,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Births,Both sexes,All ages,Persons,249,units,0,v1060618638,266.1.1.1,418,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Deaths,Both sexes,All ages,Persons,249,units,0,v1060618644,266.2.1.1,756,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060618977,266.3.1.1,438,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060619310,266.4.1.1,92,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060619643,266.5.1.1,64,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060619976,266.6.1.1,56,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060620309,266.7.1.1,523,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060620642,266.8.1.1,11,,,,0
2021/2022,"Central Kootenay, British Columbia",2016A00035903,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060620975,266.9.1.1,19,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Births,Both sexes,All ages,Persons,249,units,0,v1060621641,267.1.1.1,215,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Deaths,Both sexes,All ages,Persons,249,units,0,v1060621647,267.2.1.1,476,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060621980,267.3.1.1,157,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060622313,267.4.1.1,17,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060622646,267.5.1.1,10,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060622979,267.6.1.1,10,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060623312,267.7.1.1,94,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060623645,267.8.1.1,374,,,,0
2021/2022,"Kootenay Boundary, British Columbia",2016A00035905,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060623978,267.9.1.1,-53,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Births,Both sexes,All ages,Persons,249,units,0,v1060624644,268.1.1.1,551,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Deaths,Both sexes,All ages,Persons,249,units,0,v1060624650,268.2.1.1,1434,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060624983,268.3.1.1,421,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060625316,268.4.1.1,115,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060625649,268.5.1.1,59,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060625982,268.6.1.1,70,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060626315,268.7.1.1,585,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060626648,268.8.1.1,734,,,,0
2021/2022,"Okanagan-Similkameen, British Columbia",2016A00035907,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060626981,268.9.1.1,78,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Births,Both sexes,All ages,Persons,249,units,0,v1060627647,269.1.1.1,3469,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Deaths,Both sexes,All ages,Persons,249,units,0,v1060627653,269.2.1.1,3310,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060627986,269.3.1.1,3428,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060628319,269.4.1.1,299,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060628652,269.5.1.1,192,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060628985,269.6.1.1,181,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060629318,269.7.1.1,-257,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060629651,269.8.1.1,2657,,,,0
2021/2022,"Fraser Valley, British Columbia",2016A00035909,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060629984,269.9.1.1,188,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Births,Both sexes,All ages,Persons,249,units,0,v1060630650,270.1.1.1,23124,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Deaths,Both sexes,All ages,Persons,249,units,0,v1060630656,270.2.1.1,19192,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060630989,270.3.1.1,65975,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060631322,270.4.1.1,7052,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060631655,270.5.1.1,4399,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060631988,270.6.1.1,4285,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060632321,270.7.1.1,4170,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060632654,270.8.1.1,-14327,,,,0
2021/2022,"Greater Vancouver, British Columbia",2016A00035915,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060632987,270.9.1.1,24969,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Births,Both sexes,All ages,Persons,249,units,0,v1060633653,271.1.1.1,3051,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Deaths,Both sexes,All ages,Persons,249,units,0,v1060633659,271.2.1.1,4470,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060633992,271.3.1.1,3742,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060634325,271.4.1.1,734,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060634658,271.5.1.1,507,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060634991,271.6.1.1,446,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060635324,271.7.1.1,3667,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060635657,271.8.1.1,1319,,,,0
2021/2022,"Capital, British Columbia",2016A00035917,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060635990,271.9.1.1,2830,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Births,Both sexes,All ages,Persons,249,units,0,v1060636656,272.1.1.1,662,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Deaths,Both sexes,All ages,Persons,249,units,0,v1060636662,272.2.1.1,1080,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060636995,272.3.1.1,274,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060637328,272.4.1.1,107,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060637661,272.5.1.1,74,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060637994,272.6.1.1,66,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060638327,272.7.1.1,421,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060638660,272.8.1.1,778,,,,0
2021/2022,"Cowichan Valley, British Columbia",2016A00035919,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060638993,272.9.1.1,154,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Births,Both sexes,All ages,Persons,249,units,0,v1060639659,273.1.1.1,1122,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Deaths,Both sexes,All ages,Persons,249,units,0,v1060639665,273.2.1.1,2228,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060639998,273.3.1.1,884,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060640331,273.4.1.1,204,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060640664,273.5.1.1,127,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060640997,273.6.1.1,123,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060641330,273.7.1.1,1078,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060641663,273.8.1.1,1891,,,,0
2021/2022,"Nanaimo, British Columbia",2016A00035921,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060641996,273.9.1.1,236,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Births,Both sexes,All ages,Persons,249,units,0,v1060642662,274.1.1.1,288,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Deaths,Both sexes,All ages,Persons,249,units,0,v1060642668,274.2.1.1,444,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060643001,274.3.1.1,158,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060643334,274.4.1.1,3,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060643667,274.5.1.1,10,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060644000,274.6.1.1,2,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060644333,274.7.1.1,153,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060644666,274.8.1.1,354,,,,0
2021/2022,"Alberni-Clayoquot, British Columbia",2016A00035923,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060644999,274.9.1.1,31,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Births,Both sexes,All ages,Persons,249,units,0,v1060645665,275.1.1.1,360,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Deaths,Both sexes,All ages,Persons,249,units,0,v1060645671,275.2.1.1,545,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060646004,275.3.1.1,161,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060646337,275.4.1.1,46,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060646670,275.5.1.1,35,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060647003,275.6.1.1,27,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060647336,275.7.1.1,251,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060647669,275.8.1.1,508,,,,0
2021/2022,"Strathcona, British Columbia",2016A00035924,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060648002,275.9.1.1,54,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Births,Both sexes,All ages,Persons,249,units,0,v1060648668,276.1.1.1,471,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Deaths,Both sexes,All ages,Persons,249,units,0,v1060648674,276.2.1.1,924,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060649007,276.3.1.1,308,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060649340,276.4.1.1,88,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060649673,276.5.1.1,74,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060650006,276.6.1.1,54,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060650339,276.7.1.1,363,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060650672,276.8.1.1,829,,,,0
2021/2022,"Comox Valley, British Columbia",2016A00035926,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060651005,276.9.1.1,60,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Births,Both sexes,All ages,Persons,249,units,0,v1060651671,277.1.1.1,121,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Deaths,Both sexes,All ages,Persons,249,units,0,v1060651677,277.2.1.1,302,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060652010,277.3.1.1,61,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060652343,277.4.1.1,29,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060652676,277.5.1.1,15,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060653009,277.6.1.1,17,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060653342,277.7.1.1,109,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060653675,277.8.1.1,233,,,,0
2021/2022,"Powell River, British Columbia",2016A00035927,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060654008,277.9.1.1,49,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Births,Both sexes,All ages,Persons,249,units,0,v1060654674,278.1.1.1,192,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Deaths,Both sexes,All ages,Persons,249,units,0,v1060654680,278.2.1.1,371,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060655013,278.3.1.1,123,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060655346,278.4.1.1,70,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060655679,278.5.1.1,50,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060656012,278.6.1.1,42,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060656345,278.7.1.1,34,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060656678,278.8.1.1,514,,,,0
2021/2022,"Sunshine Coast, British Columbia",2016A00035929,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060657011,278.9.1.1,117,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Births,Both sexes,All ages,Persons,249,units,0,v1060657677,279.1.1.1,446,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Deaths,Both sexes,All ages,Persons,249,units,0,v1060657683,279.2.1.1,231,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060658016,279.3.1.1,1028,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060658349,279.4.1.1,182,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060658682,279.5.1.1,89,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060659015,279.6.1.1,110,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060659348,279.7.1.1,370,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060659681,279.8.1.1,-44,,,,0
2021/2022,"Squamish-Lillooet, British Columbia",2016A00035931,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1060660014,279.9.1.1,-358,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Births,Both sexes,All ages,Persons,249,units,0,v1060660680,280.1.1.1,1251,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Deaths,Both sexes,All ages,Persons,249,units,0,v1060660686,280.2.1.1,1604,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Immigrants,Both sexes,All ages,Persons,249,units,0,v1060661019,280.3.1.1,818,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Emigrants,Both sexes,All ages,Persons,249,units,0,v1060661352,280.4.1.1,167,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1060661685,280.5.1.1,79,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1060662018,280.6.1.1,102,,,,0
2021/2022,"Thompson-Nicola, British Columbia",2016A00035933,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1060662351,280.7.1.1,277,,,,0
